,tweet_id,user_id,text,created_at,label,Drug Name Extracted,Drug Name Normalized,txt_tokenized,txt_tagged,prediction,pattern_matching
728,655130178365104128,25726490,#rx #drugs Need help for pain - I have my roder cuff repaired &amp; I reripped again and the description that they gav... http://t.co/iLbORHWwsj,2015-10-16 21:16:20,0,,,"['#rx', '#drugs', 'need', 'help', 'for', 'pain', '-', 'i', 'have', 'my', 'roder', 'cuff', 'repaired', '&', 'i', 'reripped', 'again', 'and', 'the', 'description', 'that', 'they', 'gav', '...', 'http://t.co/ilborhwwsj']","['#rx', '#drugs', 'need', 'help', 'for', 'pain', '-', 'i', 'have', 'my', 'roder', 'cuff', 'repaired', '&', 'i', 'reripped', 'again', 'and', 'the', 'description', 'that', 'they', 'gav', '...', 'http://t.co/ilborhwwsj']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
875,904561915686465536,963759612,Lmao oh my god https://t.co/NmIVNdyXu2,2017-09-04 04:29:01,0,,,"['lmao', 'oh', 'my', 'god', 'https://t.co/nmivndyxu2']","['lmao', 'oh', 'my', 'god', 'https://t.co/nmivndyxu2']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
396,831822481761660930,106804211,I liked a @YouTube video https://t.co/6snpRq7qbI Floral Shimmer | Notelet Set | Deb Ellis,2017-02-15 11:08:28,0,,,"['i', 'liked', 'a', '@youtube', 'video', 'https://t.co/6snprq7qbi', 'floral', 'shimmer', '|', 'notelet', 'set', '|', 'deb', 'ellis']","['i', 'liked', 'a', '@youtube', 'video', 'https://t.co/6snprq7qbi', 'floral', 'shimmer', '|', 'notelet', 'set', '|', 'deb', 'ellis']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
781,510082610983235587,1323704688,Happy I grew up in a natural remedies household. Whatever my mom does is working better than what the doctor prescribed me.,2014-09-11 15:09:05,0,,,"['happy', 'i', 'grew', 'up', 'in', 'a', 'natural', 'remedies', 'household', '.', 'whatever', 'my', 'mom', 'does', 'is', 'working', 'better', 'than', 'what', 'the', 'doctor', 'prescribed', 'me', '.']","['happy', 'i', 'grew', 'up', 'in', 'a', 'natural', 'remedies', 'household', '.', 'whatever', 'my', 'mom', 'does', 'is', 'working', 'better', 'than', 'what', 'the', 'doctor', 'prescribed', 'me', '.']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
230,904374751296094208,197480506,@SylviLuvMalikS Aww you all are so sweet 😘I took some medicane and feel better now thanks. Aww get well soon ❤️Zayn is our best mediacane xx,2017-09-03 16:05:17,0,,,"['@sylviluvmaliks', 'aww', 'you', 'all', 'are', 'so', 'sweet', '😘', 'i', 'took', 'some', 'medicane', 'and', 'feel', 'better', 'now', 'thanks', '.', 'aww', 'get', 'well', 'soon', '❤', '️', 'zayn', 'is', 'our', 'best', 'mediacane', 'xx']","['@sylviluvmaliks', 'aww', 'you', 'all', 'are', 'so', 'sweet', '😘', 'i', 'took', 'some', 'medicane', 'and', 'feel', 'better', 'now', 'thanks', '.', 'aww', 'get', 'well', 'soon', '❤', '️', 'zayn', 'is', 'our', 'best', 'mediacane', 'xx']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
88,449396189465935872,275248594,Lozenge. It's my favorite word.,2014-03-28 04:02:55,0,,,"['lozenge', '.', ""it's"", 'my', 'favorite', 'word', '.']","['lozenge', '.', ""it's"", 'my', 'favorite', 'word', '.']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
262,875534209225568257,2791987387,#guhhatl I love Miss Deb but retna force a reconciliation btwn Bow and his dad. That's for him to decide,2017-06-16 02:03:16,0,,,"['#guhhatl', 'i', 'love', 'miss', 'deb', 'but', 'retna', 'force', 'a', 'reconciliation', 'btwn', 'bow', 'and', 'his', 'dad', '.', ""that's"", 'for', 'him', 'to', 'decide']","['#guhhatl', 'i', 'love', 'miss', 'deb', 'but', 'retna', 'force', 'a', 'reconciliation', 'btwn', 'bow', 'and', 'his', 'dad', '.', ""that's"", 'for', 'him', 'to', 'decide']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
276,837825524432982016,2691812864,"RT @mulgoyi: Cheng Xiao's sneeze as a Super Mario Bros. Tune, just for the memes.#WJSN #우주소녀 #성소 #ChengXiao https://t.co/WbaKuiH1a0",2017-03-04 00:42:25,0,,,"['rt', '@mulgoyi', ':', 'cheng', ""xiao's"", 'sneeze', 'as', 'a', 'super', 'mario', 'bros', '.', 'tune', ',', 'just', 'for', 'the', 'memes', '.', '#wjsn', '#우주소녀', '#성소', '#chengxiao', 'https://t.co/wbakuih1a0']","['rt', '@mulgoyi', ':', 'cheng', ""xiao's"", 'sneeze', 'as', 'a', 'super', 'mario', 'bros', '.', 'tune', ',', 'just', 'for', 'the', 'memes', '.', '#wjsn', '#우주소녀', '#성소', '#chengxiao', 'https://t.co/wbakuih1a0']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
377,836058073986809858,20481294,I can tell this was Wagner’s favourite part. Although Kellogg might have prescribed him a yogurt enema for it.,2017-02-27 03:39:12,0,,,"['i', 'can', 'tell', 'this', 'was', 'wagner', '’', 's', 'favourite', 'part', '.', 'although', 'kellogg', 'might', 'have', 'prescribed', 'him', 'a', 'yogurt', 'enema', 'for', 'it', '.']","['i', 'can', 'tell', 'this', 'was', 'wagner', '’', 's', 'favourite', 'part', '.', 'although', 'kellogg', 'might', 'have', 'prescribed', 'him', 'a', 'yogurt', 'enema', 'for', 'it', '.']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
915,173416937899032576,377552277,Another Birth to attend in the next few weeks for pain relief acupuncture I'm on a role :),2012-02-25 14:39:54,0,,,"['another', 'birth', 'to', 'attend', 'in', 'the', 'next', 'few', 'weeks', 'for', 'pain', 'relief', 'acupuncture', ""i'm"", 'on', 'a', 'role', ':)']","['another', 'birth', 'to', 'attend', 'in', 'the', 'next', 'few', 'weeks', 'for', 'pain', 'relief', 'acupuncture', ""i'm"", 'on', 'a', 'role', ':)']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
